model,split,embdim,batchsize,depth,trainacc,testacc,tp,tn,fp,fn,recall,precision,epoch,epochtime,besttime,trainingtime
rw-prefix-rand,1,8,12,0,96.00,89.33,31,36,4,4,88.57,88.57,42,6.10,249.85,256.08
rw-prefix-rand,1,8,12,0,96.31,92.00,33,36,4,2,94.29,89.19,43,6.09,249.85,262.02
rw-prefix-rand,1,8,12,0,96.31,93.33,33,37,3,2,94.29,91.67,44,6.10,268.27,268.27
rw-prefix-rand,1,8,12,0,96.00,93.33,33,37,3,2,94.29,91.67,45,6.09,274.19,274.19
rw-prefix-rand,1,8,12,0,96.62,89.33,30,37,3,5,85.71,90.91,46,6.08,274.19,279.83
rw-prefix-rand,1,8,12,0,96.62,94.67,34,37,3,1,97.14,91.89,47,6.08,285.56,285.56
rw-prefix-rand,1,8,12,0,96.62,93.33,33,37,3,2,94.29,91.67,48,6.08,285.56,291.94
rw-prefix-rand,1,8,12,0,96.62,93.33,33,37,3,2,94.29,91.67,49,6.08,285.56,297.96
rw-prefix-rand,1,8,12,0,96.62,92.00,32,37,3,3,91.43,91.43,50,6.08,285.56,304.19
rw-prefix-rand,1,8,12,0,97.23,92.00,32,37,3,3,91.43,91.43,51,6.08,285.56,310.07
rw-prefix-rand,1,8,12,0,96.92,92.00,32,37,3,3,91.43,91.43,52,6.08,285.56,316.06
rw-prefix-rand,1,8,12,0,96.92,92.00,32,37,3,3,91.43,91.43,53,6.09,285.56,322.81
rw-prefix-rand,1,8,12,0,96.92,92.00,32,37,3,3,91.43,91.43,54,6.08,285.56,328.42
rw-prefix-rand,1,8,12,0,96.92,92.00,32,37,3,3,91.43,91.43,55,6.09,285.56,334.91
rw-prefix-rand,1,8,12,0,96.62,92.00,32,37,3,3,91.43,91.43,56,6.09,285.56,341.01
rw-ANSed-rand,1,8,12,0,51.08,53.33,0,40,0,35,0.00,0.00,1,5.09,5.09,5.09
rw-ANSed-rand,1,8,12,0,51.08,53.33,0,40,0,35,0.00,0.00,2,4.92,9.85,9.85
rw-ANSed-rand,1,8,12,0,66.46,58.67,5,39,1,30,14.29,83.33,3,4.86,14.58,14.58
rw-ANSed-rand,1,8,12,0,79.08,74.67,27,29,11,8,77.14,71.05,4,4.93,19.72,19.72
rw-ANSed-rand,1,8,12,0,80.31,73.33,24,31,9,11,68.57,72.73,5,4.90,19.72,24.48
rw-ANSed-rand,1,8,12,0,78.15,84.00,34,29,11,1,97.14,75.56,6,4.84,29.01,29.01
rw-ANSed-rand,1,8,12,0,85.54,88.00,32,34,6,3,91.43,84.21,7,4.82,33.74,33.74
rw-ANSed-rand,1,8,12,0,87.69,88.00,33,33,7,2,94.29,82.50,8,4.80,38.36,38.36
rw-ANSed-rand,1,8,12,0,85.23,86.67,33,32,8,2,94.29,80.49,9,4.79,38.36,43.15
rw-ANSed-rand,1,8,12,0,84.31,82.67,25,37,3,10,71.43,89.29,10,4.77,38.36,47.72
rw-ANSed-rand,1,8,12,0,86.46,85.33,27,37,3,8,77.14,90.00,11,4.76,38.36,52.36
rw-ANSed-rand,1,8,12,0,87.38,85.33,27,37,3,8,77.14,90.00,12,4.75,38.36,57.05
rw-ANSed-rand,1,8,12,0,89.54,84.00,27,36,4,8,77.14,87.10,13,4.77,38.36,61.98
rw-ANSed-rand,1,8,12,0,89.85,84.00,27,36,4,8,77.14,87.10,14,4.74,38.36,66.32
rw-ANSed-rand,1,8,12,0,91.69,90.67,33,35,5,2,94.29,86.84,15,4.73,70.92,70.92
rw-ANSed-rand,1,8,12,0,92.00,90.67,33,35,5,2,94.29,86.84,16,4.72,75.48,75.48
rw-ANSed-rand,1,8,12,0,92.62,90.67,33,35,5,2,94.29,86.84,17,4.73,80.33,80.33
rw-ANSed-rand,1,8,12,0,93.23,89.33,33,34,6,2,94.29,84.62,18,4.71,80.33,84.78
rw-ANSed-rand,1,8,12,0,92.00,84.00,28,35,5,7,80.00,84.85,19,4.71,80.33,89.44
rw-ANSed-rand,1,8,12,0,92.62,88.00,33,33,7,2,94.29,82.50,20,4.71,80.33,94.17
rw-ANSed-rand,1,8,12,0,92.92,88.00,33,33,7,2,94.29,82.50,21,4.72,80.33,99.11
rw-ANSed-rand,1,8,12,0,93.54,88.00,33,33,7,2,94.29,82.50,22,4.73,80.33,104.04
rw-ANSed-rand,1,8,12,0,93.54,88.00,33,33,7,2,94.29,82.50,23,4.75,80.33,109.20
rw-ANSed-rand,1,8,12,0,93.54,88.00,33,33,7,2,94.29,82.50,24,4.76,80.33,114.33
rw-ANSed-rand,1,8,12,0,93.54,88.00,33,33,7,2,94.29,82.50,25,4.77,80.33,119.18
rw-ANSed-rand,1,8,12,0,93.85,88.00,33,33,7,2,94.29,82.50,26,4.76,80.33,123.73
rw-ANSed-rand,1,8,12,0,93.85,88.00,33,33,7,2,94.29,82.50,27,4.76,80.33,128.58
rw-ANSed-rand,1,8,12,0,94.15,88.00,33,33,7,2,94.29,82.50,28,4.77,80.33,133.67
rw-ANSed-rand,1,8,12,0,94.15,88.00,33,33,7,2,94.29,82.50,29,4.79,80.33,138.83
rw-ANSed-rand,1,8,12,0,94.15,88.00,33,33,7,2,94.29,82.50,30,4.79,80.33,143.68
rw-ANSed-rand,1,8,12,0,93.85,88.00,33,33,7,2,94.29,82.50,31,4.80,80.33,148.65
rw-ANSed-rand,1,8,12,0,90.15,89.33,33,34,6,2,94.29,84.62,32,4.78,80.33,153.05
rw-ANSed-rand,1,8,12,0,91.08,89.33,34,33,7,1,97.14,82.93,33,4.77,80.33,157.48
rw-ANSed-rand,1,8,12,0,94.46,90.67,34,34,6,1,97.14,85.00,34,4.78,162.51,162.51
rw-ANSed-rand,1,8,12,0,93.54,85.33,29,35,5,6,82.86,85.29,35,4.78,162.51,167.29
rw-ANSed-rand,1,8,12,0,94.46,90.67,34,34,6,1,97.14,85.00,36,4.78,172.25,172.25
rw-ANSed-rand,1,8,12,0,94.77,90.67,34,34,6,1,97.14,85.00,37,4.79,177.07,177.07
rw-ANSed-rand,1,8,12,0,93.23,80.00,25,35,5,10,71.43,83.33,38,4.78,177.07,181.71
rw-ANSed-rand,1,8,12,0,94.46,89.33,33,34,6,2,94.29,84.62,39,4.78,177.07,186.61
rw-ANSed-rand,1,8,12,0,93.54,86.67,32,33,7,3,91.43,82.05,40,4.78,177.07,191.19
rw-ANSed-rand,1,8,12,0,94.46,84.00,30,33,7,5,85.71,81.08,41,4.78,177.07,196.17
rw-ANSed-rand,1,8,12,0,94.77,84.00,30,33,7,5,85.71,81.08,42,4.79,177.07,201.24
rw-ANSed-rand,1,8,12,0,95.08,88.00,33,33,7,2,94.29,82.50,43,4.79,177.07,205.97
rw-ANSed-rand,1,8,12,0,95.69,89.33,33,34,6,2,94.29,84.62,44,4.79,177.07,210.91
rw-ANSed-rand,1,8,12,0,95.69,89.33,33,34,6,2,94.29,84.62,45,4.80,177.07,215.79
rw-ANSed-rand,1,8,12,0,95.69,89.33,33,34,6,2,94.29,84.62,46,4.79,177.07,220.57
rw-ANSed-rand,1,8,12,0,95.69,89.33,33,34,6,2,94.29,84.62,47,4.80,177.07,225.42
rw-ANSed-rand,1,8,12,0,96.00,89.33,33,34,6,2,94.29,84.62,48,4.79,177.07,230.13
rw-ANSed-rand,1,8,12,0,96.31,89.33,33,34,6,2,94.29,84.62,49,4.80,177.07,235.34
rw-ANSed-rand,1,8,12,0,96.31,89.33,33,34,6,2,94.29,84.62,50,4.81,177.07,240.27
rw-ANSed-rand,1,8,12,0,96.00,89.33,33,34,6,2,94.29,84.62,51,4.82,177.07,245.61
rw-ANSed-rand,1,8,12,0,94.77,89.33,33,34,6,2,94.29,84.62,52,4.82,177.07,250.71
rw-ANSed-rand,1,8,12,0,95.38,85.33,30,34,6,5,85.71,83.33,53,4.83,177.07,255.91
rw-ANSed-rand,1,8,12,0,96.31,85.33,30,34,6,5,85.71,83.33,54,4.83,177.07,260.71
rw-ANSed-rand,1,8,12,0,90.77,85.33,30,34,6,5,85.71,83.33,55,4.82,177.07,265.19
rw-ANSed-rand,1,8,12,0,96.00,89.33,33,34,6,2,94.29,84.62,56,4.82,177.07,269.80
rw-ANSed-rand,1,8,12,0,96.62,89.33,33,34,6,2,94.29,84.62,57,4.82,177.07,274.79
rw-ANSed-rand,1,8,12,0,96.62,88.00,32,34,6,3,91.43,84.21,58,4.82,177.07,279.35
rw-ANSed-rand,1,8,12,0,97.23,86.67,31,34,6,4,88.57,83.78,59,4.81,177.07,283.84
rw-ANSed-rand,1,8,12,0,97.23,88.00,32,34,6,3,91.43,84.21,60,4.81,177.07,288.47
rw-ANSed-rand,1,8,12,0,97.54,88.00,32,34,6,3,91.43,84.21,61,4.80,177.07,292.78
rw-ANSed-rand,1,8,12,0,97.85,88.00,32,34,6,3,91.43,84.21,62,4.80,177.07,297.64
rw-ANSed-rand,1,8,12,0,97.23,88.00,31,35,5,4,88.57,86.11,63,4.80,177.07,302.50
rw-ANSed-rand,1,8,12,0,97.54,88.00,32,34,6,3,91.43,84.21,64,4.80,177.07,306.92
rw-ANSed-rand,1,8,12,0,96.31,89.33,32,35,5,3,91.43,86.49,65,4.79,177.07,311.50
rw-ANSed-rand,1,8,12,0,90.46,84.00,29,34,6,6,82.86,82.86,66,4.79,177.07,316.28
rw-ANSed-rand,1,8,12,0,89.85,77.33,22,36,4,13,62.86,84.62,67,4.79,177.07,321.24
rw-ANSed-rand,1,8,12,0,94.46,89.33,33,34,6,2,94.29,84.62,68,4.80,177.07,326.16
rw-ANSed-rand,1,8,12,0,95.69,89.33,32,35,5,3,91.43,86.49,69,4.79,177.07,330.82
rw-ANSed-rand,1,8,12,0,92.62,84.00,27,36,4,8,77.14,87.10,70,4.79,177.07,335.58
rw-ANSed-rand,1,8,12,0,94.77,90.67,34,34,6,1,97.14,85.00,70,4.79,177.07,335.58
rw-numbers-rand,1,8,12,0,48.92,46.67,35,0,40,0,100.00,46.67,1,4.79,4.79,4.79
rw-numbers-rand,1,8,12,0,51.08,53.33,0,40,0,35,0.00,0.00,2,4.81,9.61,9.61
rw-numbers-rand,1,8,12,0,51.08,53.33,0,40,0,35,0.00,0.00,3,4.83,14.50,14.50
rw-numbers-rand,1,8,12,0,63.69,57.33,4,39,1,31,11.43,80.00,4,4.79,19.17,19.17
rw-numbers-rand,1,8,12,0,74.15,65.33,11,38,2,24,31.43,84.62,5,4.83,24.14,24.14
rw-numbers-rand,1,8,12,0,83.38,78.67,27,32,8,8,77.14,77.14,6,4.85,29.11,29.11
rw-numbers-rand,1,8,12,0,82.15,76.00,26,31,9,9,74.29,74.29,7,4.86,29.11,34.03
rw-numbers-rand,1,8,12,0,84.62,77.33,26,32,8,9,74.29,76.47,8,4.92,29.11,39.39
rw-numbers-rand,1,8,12,0,86.15,78.67,26,33,7,9,74.29,78.79,9,4.94,44.45,44.45
rw-numbers-rand,1,8,12,0,88.31,77.33,26,32,8,9,74.29,76.47,10,4.91,44.45,49.07
rw-numbers-rand,1,8,12,0,88.92,77.33,26,32,8,9,74.29,76.47,11,4.90,44.45,53.91
rw-numbers-rand,1,8,12,0,89.23,77.33,26,32,8,9,74.29,76.47,12,4.87,44.45,58.40
rw-numbers-rand,1,8,12,0,90.15,78.67,26,33,7,9,74.29,78.79,13,4.84,62.95,62.95
rw-numbers-rand,1,8,12,0,90.46,78.67,26,33,7,9,74.29,78.79,14,4.81,67.29,67.29
rw-numbers-rand,1,8,12,0,90.15,78.67,26,33,7,9,74.29,78.79,15,4.81,72.13,72.13
rw-numbers-rand,1,8,12,0,91.38,78.67,26,33,7,9,74.29,78.79,16,4.78,76.54,76.54
rw-numbers-rand,1,8,12,0,91.38,80.00,26,34,6,9,74.29,81.25,17,4.78,81.21,81.21
rw-numbers-rand,1,8,12,0,91.38,80.00,26,34,6,9,74.29,81.25,18,4.77,85.90,85.90
rw-numbers-rand,1,8,12,0,91.08,78.67,26,33,7,9,74.29,78.79,19,4.79,85.90,90.95
rw-numbers-rand,1,8,12,0,90.77,81.33,29,32,8,6,82.86,78.38,20,4.81,96.17,96.17
rw-numbers-rand,1,8,12,0,87.08,81.33,31,30,10,4,88.57,75.61,21,4.81,101.01,101.01
rw-numbers-rand,1,8,12,0,88.62,80.00,24,36,4,11,68.57,85.71,22,4.83,101.01,106.19
rw-numbers-rand,1,8,12,0,91.38,86.67,31,34,6,4,88.57,83.78,23,4.83,111.13,111.13
rw-numbers-rand,1,8,12,0,93.23,88.00,31,35,5,4,88.57,86.11,24,4.82,115.70,115.70
rw-numbers-rand,1,8,12,0,94.46,89.33,33,34,6,2,94.29,84.62,25,4.82,120.55,120.55
rw-numbers-rand,1,8,12,0,93.23,85.33,28,36,4,7,80.00,87.50,26,4.82,120.55,125.39
rw-numbers-rand,1,8,12,0,93.54,89.33,32,35,5,3,91.43,86.49,27,4.83,130.49,130.49
rw-numbers-rand,1,8,12,0,94.46,90.67,33,35,5,2,94.29,86.84,28,4.83,135.32,135.32
rw-numbers-rand,1,8,12,0,93.85,89.33,32,35,5,3,91.43,86.49,29,4.84,135.32,140.42
rw-numbers-rand,1,8,12,0,95.69,89.33,32,35,5,3,91.43,86.49,30,4.84,135.32,145.08
rw-numbers-rand,1,8,12,0,95.69,89.33,32,35,5,3,91.43,86.49,31,4.82,135.32,149.52
rw-numbers-rand,1,8,12,0,95.69,89.33,32,35,5,3,91.43,86.49,32,4.81,135.32,153.91
rw-numbers-rand,1,8,12,0,95.69,90.67,33,35,5,2,94.29,86.84,33,4.80,158.42,158.42
rw-numbers-rand,1,8,12,0,95.38,90.67,32,36,4,3,91.43,88.89,34,4.80,163.25,163.25
rw-numbers-rand,1,8,12,0,95.08,90.67,33,35,5,2,94.29,86.84,35,4.81,168.48,168.48
rw-numbers-rand,1,8,12,0,96.31,92.00,33,36,4,2,94.29,89.19,36,4.82,173.49,173.49
rw-numbers-rand,1,8,12,0,96.92,92.00,33,36,4,2,94.29,89.19,37,4.82,178.44,178.44
rw-numbers-rand,1,8,12,0,96.31,90.67,32,36,4,3,91.43,88.89,38,4.81,178.44,182.81
rw-numbers-rand,1,8,12,0,96.92,90.67,32,36,4,3,91.43,88.89,39,4.81,178.44,187.53
rw-numbers-rand,1,8,12,0,96.92,89.33,32,35,5,3,91.43,86.49,40,4.81,178.44,192.33
rw-numbers-rand,1,8,12,0,97.54,89.33,32,35,5,3,91.43,86.49,41,4.81,178.44,197.21
rw-numbers-rand,1,8,12,0,97.23,89.33,31,36,4,4,88.57,88.57,42,4.81,178.44,202.07
rw-numbers-rand,1,8,12,0,97.54,89.33,32,35,5,3,91.43,86.49,43,4.81,178.44,206.88
rw-numbers-rand,1,8,12,0,97.54,89.33,32,35,5,3,91.43,86.49,44,4.80,178.44,211.38
rw-numbers-rand,1,8,12,0,98.15,89.33,32,35,5,3,91.43,86.49,45,4.80,178.44,216.03
rw-numbers-rand,1,8,12,0,97.85,89.33,32,35,5,3,91.43,86.49,46,4.80,178.44,220.84
rw-numbers-rand,1,8,12,0,97.54,88.00,32,34,6,3,91.43,84.21,47,4.80,178.44,225.46
rw-numbers-rand,1,8,12,0,98.15,89.33,32,35,5,3,91.43,86.49,48,4.79,178.44,229.95
rw-numbers-rand,1,8,12,0,95.08,88.00,32,34,6,3,91.43,84.21,49,4.79,178.44,234.82
rw-numbers-rand,1,8,12,0,96.31,90.67,32,36,4,3,91.43,88.89,50,4.79,178.44,239.35
rw-numbers-rand,1,8,12,0,96.31,90.67,32,36,4,3,91.43,88.89,51,4.79,178.44,244.09
rw-numbers-rand,1,8,12,0,96.62,90.67,32,36,4,3,91.43,88.89,52,4.79,178.44,248.87
rw-numbers-rand,1,8,12,0,96.62,90.67,32,36,4,3,91.43,88.89,53,4.78,178.44,253.27
rw-numbers-rand,1,8,12,0,97.23,92.00,33,36,4,2,94.29,89.19,54,4.77,257.83,257.83
rw-numbers-rand,1,8,12,0,97.85,89.33,32,35,5,3,91.43,86.49,55,4.77,257.83,262.55
rw-numbers-rand,1,8,12,0,97.54,92.00,32,37,3,3,91.43,91.43,56,4.77,267.17,267.17
rw-numbers-rand,1,8,12,0,96.31,89.33,32,35,5,3,91.43,86.49,57,4.76,267.17,271.50
rw-numbers-rand,1,8,12,0,96.92,85.33,32,32,8,3,91.43,80.00,58,4.76,267.17,275.99
rw-numbers-rand,1,8,12,0,97.23,88.00,32,34,6,3,91.43,84.21,59,4.75,267.17,280.51
rw-numbers-rand,1,8,12,0,97.23,86.67,32,33,7,3,91.43,82.05,60,4.76,267.17,285.33
rw-numbers-rand,1,8,12,0,97.85,86.67,32,33,7,3,91.43,82.05,61,4.77,267.17,290.73
rw-numbers-rand,1,8,12,0,97.85,88.00,32,34,6,3,91.43,84.21,62,4.77,267.17,295.88
rw-numbers-rand,1,8,12,0,97.85,86.67,32,33,7,3,91.43,82.05,63,4.78,267.17,301.21
rw-numbers-rand,1,8,12,0,96.62,86.67,33,32,8,2,94.29,80.49,64,4.79,267.17,306.82
rw-numbers-rand,1,8,12,0,82.15,77.33,19,39,1,16,54.29,95.00,65,4.80,267.17,312.31
rw-numbers-rand,1,8,12,0,94.46,89.33,33,34,6,2,94.29,84.62,66,4.80,267.17,316.95
rw-numbers-rand,1,8,12,0,97.54,89.33,33,34,6,2,94.29,84.62,67,4.80,267.17,321.69
rw-numbers-rand,1,8,12,0,97.54,88.00,33,33,7,2,94.29,82.50,68,4.81,267.17,327.10
rw-numbers-rand,1,8,12,0,97.23,86.67,32,33,7,3,91.43,82.05,69,4.82,267.17,332.42
rw-numbers-rand,1,8,12,0,97.23,86.67,32,33,7,3,91.43,82.05,70,4.82,267.17,337.31
rw-numbers-rand,1,8,12,0,98.15,88.00,32,34,6,3,91.43,84.21,71,4.83,267.17,342.73
rw-numbers-rand,1,8,12,0,97.85,88.00,32,34,6,3,91.43,84.21,72,4.83,267.17,347.79
rw-Raw-rand,1,8,12,0,51.08,53.33,0,40,0,35,0.00,0.00,1,5.04,5.04,5.04
rw-Raw-rand,1,8,12,0,51.08,53.33,0,40,0,35,0.00,0.00,2,5.07,10.14,10.14
rw-Raw-rand,1,8,12,0,51.08,53.33,0,40,0,35,0.00,0.00,3,5.09,15.28,15.28
rw-Raw-rand,1,8,12,0,60.31,56.00,33,9,31,2,94.29,51.56,4,4.95,19.80,19.80
rw-Raw-rand,1,8,12,0,74.15,72.00,23,31,9,12,65.71,71.88,5,4.96,24.79,24.79
rw-Raw-rand,1,8,12,0,76.62,74.67,27,29,11,8,77.14,71.05,6,4.92,29.50,29.50
rw-Raw-rand,1,8,12,0,83.69,80.00,27,33,7,8,77.14,79.41,7,4.93,34.51,34.51
rw-Raw-rand,1,8,12,0,84.31,77.33,26,32,8,9,74.29,76.47,8,4.94,34.51,39.48
rw-Raw-rand,1,8,12,0,86.77,82.67,27,35,5,8,77.14,84.38,9,4.97,44.71,44.71
rw-Raw-rand,1,8,12,0,88.00,82.67,27,35,5,8,77.14,84.38,10,4.99,49.85,49.85
rw-Raw-rand,1,8,12,0,88.62,82.67,27,35,5,8,77.14,84.38,11,5.02,55.17,55.17
rw-Raw-rand,1,8,12,0,89.54,82.67,27,35,5,8,77.14,84.38,12,5.02,60.18,60.18
rw-Raw-rand,1,8,12,0,89.23,82.67,27,35,5,8,77.14,84.38,13,5.03,65.35,65.35
rw-Raw-rand,1,8,12,0,89.23,82.67,27,35,5,8,77.14,84.38,14,5.03,70.42,70.42
rw-Raw-rand,1,8,12,0,89.23,82.67,27,35,5,8,77.14,84.38,15,5.04,75.59,75.59
rw-Raw-rand,1,8,12,0,88.92,82.67,27,35,5,8,77.14,84.38,16,5.03,80.50,80.50
rw-Raw-rand,1,8,12,0,86.15,84.00,33,30,10,2,94.29,76.74,17,5.06,86.04,86.04
rw-Raw-rand,1,8,12,0,88.92,84.00,31,32,8,4,88.57,79.49,18,5.06,91.12,91.12
rw-Raw-rand,1,8,12,0,91.08,86.67,32,33,7,3,91.43,82.05,19,5.06,96.16,96.16
rw-Raw-rand,1,8,12,0,92.62,88.00,32,34,6,3,91.43,84.21,20,5.05,100.92,100.92
rw-Raw-rand,1,8,12,0,92.92,88.00,32,34,6,3,91.43,84.21,21,5.06,106.21,106.21
rw-Raw-rand,1,8,12,0,92.92,88.00,32,34,6,3,91.43,84.21,22,5.05,111.00,111.00
rw-Raw-rand,1,8,12,0,93.54,86.67,31,34,6,4,88.57,83.78,23,5.03,111.00,115.76
rw-Raw-rand,1,8,12,0,93.54,86.67,31,34,6,4,88.57,83.78,24,5.03,111.00,120.68
rw-Raw-rand,1,8,12,0,93.23,86.67,31,34,6,4,88.57,83.78,25,5.02,111.00,125.56
rw-Raw-rand,1,8,12,0,92.92,88.00,32,34,6,3,91.43,84.21,26,5.02,130.56,130.56
rw-Raw-rand,1,8,12,0,94.15,89.33,33,34,6,2,94.29,84.62,27,5.01,135.36,135.36
rw-Raw-rand,1,8,12,0,92.92,85.33,29,35,5,6,82.86,85.29,28,5.01,135.36,140.16
rw-Raw-rand,1,8,12,0,93.85,89.33,33,34,6,2,94.29,84.62,29,5.00,144.87,144.87
rw-Raw-rand,1,8,12,0,94.46,89.33,33,34,6,2,94.29,84.62,30,4.99,149.65,149.65
rw-Raw-rand,1,8,12,0,93.23,90.67,33,35,5,2,94.29,86.84,31,4.99,154.56,154.56
rw-Raw-rand,1,8,12,0,92.31,90.67,33,35,5,2,94.29,86.84,32,4.98,159.33,159.33
rw-Raw-rand,1,8,12,0,92.62,92.00,34,35,5,1,97.14,87.18,33,4.97,164.16,164.16
rw-Raw-rand,1,8,12,0,92.00,90.67,32,36,4,3,91.43,88.89,34,4.95,164.16,168.47
rw-Raw-rand,1,8,12,0,93.23,90.67,33,35,5,2,94.29,86.84,35,4.95,164.16,173.27
rw-Raw-rand,1,8,12,0,89.54,86.67,28,37,3,7,80.00,90.32,36,4.95,164.16,178.21
rw-Raw-rand,1,8,12,0,90.77,88.00,32,34,6,3,91.43,84.21,37,4.95,164.16,183.20
rw-Raw-rand,1,8,12,0,93.54,86.67,32,33,7,3,91.43,82.05,38,4.95,164.16,188.17
rw-Raw-rand,1,8,12,0,88.92,84.00,34,29,11,1,97.14,75.56,39,4.95,164.16,192.87
rw-Raw-rand,1,8,12,0,92.62,88.00,34,32,8,1,97.14,80.95,40,4.93,164.16,197.38
rw-Raw-rand,1,8,12,0,93.23,90.67,33,35,5,2,94.29,86.84,41,4.94,164.16,202.45
rw-Raw-rand,1,8,12,0,94.46,92.00,34,35,5,1,97.14,87.18,42,4.94,207.31,207.31
rw-Raw-rand,1,8,12,0,94.77,90.67,34,34,6,1,97.14,85.00,43,4.93,207.31,212.02
rw-Raw-rand,1,8,12,0,95.38,92.00,34,35,5,1,97.14,87.18,44,4.92,216.45,216.45
rw-Raw-rand,1,8,12,0,95.38,90.67,33,35,5,2,94.29,86.84,45,4.91,216.45,221.02
rw-Raw-rand,1,8,12,0,96.00,92.00,34,35,5,1,97.14,87.18,46,4.92,226.14,226.14
rw-Raw-rand,1,8,12,0,96.00,90.67,34,34,6,1,97.14,85.00,47,4.92,226.14,231.16
rw-Raw-rand,1,8,12,0,96.00,90.67,34,34,6,1,97.14,85.00,48,4.92,226.14,236.10
rw-Raw-rand,1,8,12,0,96.00,92.00,34,35,5,1,97.14,87.18,49,4.92,240.97,240.97
rw-Raw-rand,1,8,12,0,96.62,92.00,34,35,5,1,97.14,87.18,50,4.92,246.17,246.17
rw-Raw-rand,1,8,12,0,96.00,92.00,34,35,5,1,97.14,87.18,51,4.92,250.86,250.86
rw-Raw-rand,1,8,12,0,96.62,90.67,34,34,6,1,97.14,85.00,52,4.92,250.86,255.67
rw-Raw-rand,1,8,12,0,96.62,90.67,33,35,5,2,94.29,86.84,53,4.91,250.86,260.46
rw-Raw-rand,1,8,12,0,96.62,92.00,34,35,5,1,97.14,87.18,54,4.92,265.44,265.44
rw-Raw-rand,1,8,12,0,96.62,90.67,34,34,6,1,97.14,85.00,55,4.91,265.44,269.97
rw-Raw-rand,1,8,12,0,96.92,92.00,34,35,5,1,97.14,87.18,56,4.91,274.88,274.88
rw-Raw-rand,1,8,12,0,96.92,90.67,34,34,6,1,97.14,85.00,57,4.90,274.88,279.58
rw-Raw-rand,1,8,12,0,96.92,90.67,34,34,6,1,97.14,85.00,58,4.90,274.88,284.39
rw-Raw-rand,1,8,12,0,96.62,90.67,34,34,6,1,97.14,85.00,59,4.90,274.88,288.93
rw-Raw-rand,1,8,12,0,96.62,90.67,34,34,6,1,97.14,85.00,60,4.89,274.88,293.45
rw-Raw-rand,1,8,12,0,96.92,90.67,34,34,6,1,97.14,85.00,61,4.89,274.88,298.02
rw-Raw-rand,1,8,12,0,96.62,89.33,33,34,6,2,94.29,84.62,62,4.88,274.88,302.41
rw-Raw-rand,1,8,12,0,96.31,88.00,33,33,7,2,94.29,82.50,63,4.88,274.88,307.34
rw-Raw-rand,1,8,12,0,96.62,89.33,34,33,7,1,97.14,82.93,64,4.87,274.88,311.94
rw-Raw-rand,1,8,12,0,97.54,90.67,34,34,6,1,97.14,85.00,65,4.87,274.88,316.58
rw-Raw-rand,1,8,12,0,97.54,90.67,34,34,6,1,97.14,85.00,66,4.87,274.88,321.38
rw-Raw-rand,1,8,12,0,97.54,90.67,34,34,6,1,97.14,85.00,67,4.87,274.88,326.16
rw-Raw-rand,1,8,12,0,97.85,90.67,34,34,6,1,97.14,85.00,68,4.86,274.88,330.52
rw-Raw-rand,1,8,12,0,97.85,90.67,34,34,6,1,97.14,85.00,69,4.86,274.88,335.15
rw-Raw-rand,1,8,12,0,97.85,90.67,34,34,6,1,97.14,85.00,70,4.86,274.88,340.07
rw-lower-pw,2,8,12,0,52.12,49.46,0,46,0,47,0.00,0.00,1,5.80,5.80,5.80
rw-lower-pw,2,8,12,0,52.12,49.46,0,46,0,47,0.00,0.00,2,5.85,11.70,11.70
rw-lower-pw,2,8,12,0,52.12,49.46,0,46,0,47,0.00,0.00,3,5.91,17.72,17.72
rw-lower-pw,2,8,12,0,52.12,49.46,0,46,0,47,0.00,0.00,4,5.81,23.25,23.25
rw-lower-pw,2,8,12,0,52.12,49.46,0,46,0,47,0.00,0.00,5,5.90,29.48,29.48
rw-lower-pw,2,8,12,0,86.32,50.54,47,0,46,0,100.00,50.54,6,5.94,35.65,35.65
rw-lower-pw,2,8,12,0,81.76,50.54,9,38,8,38,19.15,52.94,7,5.95,41.64,41.64
rw-lower-pw,2,8,12,0,84.69,58.06,12,42,4,35,25.53,75.00,8,5.92,47.33,47.33
rw-lower-pw,2,8,12,0,87.30,50.54,47,0,46,0,100.00,50.54,9,5.89,47.33,53.02
rw-lower-pw,2,8,12,0,85.99,50.54,47,0,46,0,100.00,50.54,10,5.93,47.33,59.25
rw-lower-pw,2,8,12,0,87.30,50.54,47,0,46,0,100.00,50.54,11,5.93,47.33,65.22
rw-lower-pw,2,8,12,0,86.64,50.54,47,0,46,0,100.00,50.54,12,5.95,47.33,71.40
rw-lower-pw,2,8,12,0,87.62,50.54,47,0,46,0,100.00,50.54,13,5.95,47.33,77.37
rw-lower-pw,2,8,12,0,87.62,50.54,47,0,46,0,100.00,50.54,14,5.94,47.33,83.22
rw-lower-pw,2,8,12,0,88.27,50.54,47,0,46,0,100.00,50.54,15,5.93,47.33,88.96
rw-lower-pw,2,8,12,0,88.93,50.54,47,0,46,0,100.00,50.54,16,5.92,47.33,94.77
rw-lower-pw,2,8,12,0,87.95,74.19,47,22,24,0,100.00,66.20,17,5.93,100.89,100.89
rw-lower-pw,2,8,12,0,87.30,69.89,47,18,28,0,100.00,62.67,18,5.88,100.89,105.91
rw-lower-pw,2,8,12,0,88.60,50.54,47,0,46,0,100.00,50.54,19,5.88,100.89,111.65
